tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
933	2614	42	0	0	0	1779	126	0	0	0	0	0	142	278822	36909	157921	1942244
934	2437	56	0	0	1	774	167	0	0	6	3	15	217	279039	36910	157933	1935639
935	2016	74	0	0	9	287	217	0	0	17	9	26	284	279323	36919	157946	1633823
936	2906	74	0	0	1	1292	218	0	0	23	12	32	294	279617	36920	157960	2241022
937	2600	59	0	0	0	381	182	0	0	12	6	21	241	279858	36920	157970	1916214
938	2660	58	0	0	1	1230	178	0	0	6	3	15	228	280086	36921	157978	2082530
939	2927	80	0	0	7	1895	232	0	0	35	18	44	326	280412	36928	157996	2252494
940	2884	54	0	0	4	1213	169	0	0	17	9	26	236	280648	36932	158010	2212432
941	2669	42	0	0	4	808	131	0	0	6	3	15	181	280829	36936	158024	2093761
942	2809	51	0	0	0	889	159	0	0	27	15	36	242	281071	36936	158043	2168755
943	2665	38	0	0	1	1478	123	0	0	6	3	15	173	281244	36937	158053	2088235
944	2351	16	0	0	1	1478	57	0	0	0	0	0	73	281317	36938	158059	1817427
945	3484	78	0	0	1	808	222	0	0	12	6	21	281	281598	36939	158075	2574047
946	3499	112	0	0	12	808	318	0	0	34	18	43	411	282009	36951	158096	2607605
947	3881	71	0	0	5	808	205	0	0	48	24	57	318	282327	36956	158114	2919027
