tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
176	5711	800	675	51	76	391	1705	37954	4181	408	363	13396	15496	3286944	12698	27896	4690207
177	5694	834	77	7	118	870	1784	6695	321	309	189	1820	3825	3290769	12816	28028	4629834
178	138	53	116	22	1	26	145	7138	477	19	76	2049	2302	3293071	12817	28062	36583
179	89	26	59	7	0	26	83	3708	468	4	24	1069	1208	3294279	12817	28073	16305
180	138	52	5881	10	0	26	142	472164	17725	0	30	127392	127596	3421875	12817	28086	505823
181	307	146	14	16	0	40	340	874	360	76	87	686	1145	3423020	12817	28141	81598
182	394	188	117	31	0	26	425	5957	722	86	136	2100	2693	3425713	12817	28214	122410
183	92	29	229	8	2	26	92	9913	919	0	24	2953	3101	3428814	12819	28226	20156
184	142	52	223	23	0	28	142	11407	1451	22	81	3520	3775	3432589	12819	28261	47983
185	395	213	2265	63	4	26	478	108572	10100	4	192	27199	27901	3460490	12823	28343	225199
186	148	57	201	13	3	26	153	9191	850	16	48	3017	3250	3463740	12826	28371	47185
187	448	266	202	100	4	26	582	12143	1686	10	306	3013	3933	3467673	12830	28485	125903
188	1051	533	8021	235	5	108	1084	589008	38747	674	1044	195109	197269	3664942	12835	28919	1368463
189	1073	552	645	58	2	108	1126	34681	2816	13	183	9881	11222	3676164	12837	28989	1271339
190	917	400	218	38	58	108	828	11487	1546	4	117	3119	4096	3680260	12895	29043	1113186
191	1218	674	841	300	1	108	1350	58930	6275	122	981	11280	13643	3693903	12896	29406	1204790
192	989	444	1352	92	1	108	908	75926	6052	5	279	21082	22301	3716204	12897	29509	1195883
193	1037	491	125	76	6	108	958	28771	859	5	231	3960	5181	3721385	12903	29629	1151582
194	886	335	16	7	22	108	689	1075	72	25	36	454	1211	3722596	12925	29650	1091939
195	240	126	191	55	25	32	299	10600	866	66	198	2846	3375	3725971	12950	29730	534497
196	949	371	413	22	212	108	755	23186	1949	95	114	6595	7496	3733467	13162	29788	1141129
197	950	263	260	21	0	109	562	20016	1748	478	390	5564	6548	3740015	13162	29944	1142200
198	135	32	1832	6	0	28	98	147122	5512	12	24	35235	35389	3775404	13162	29960	181083
199	1210	542	1410	149	2	109	1118	70138	6395	148	520	20748	22418	3797822	13164	30189	1333429
200	1040	374	101	34	27	109	785	5888	740	0	102	1865	2784	3800606	13191	30243	1231351
201	148	36	249	10	2	32	101	9465	1256	0	30	3610	3773	3804379	13193	30259	50310
202	818	184	93	8	2	109	415	6043	347	83	68	2544	3059	3807438	13195	30303	604393
203	907	215	60	9	8	109	472	2817	259	24	39	1133	1676	3809114	13203	30327	1104967
204	827	156	97	9	1	109	352	4584	450	0	27	1545	1956	3811070	13204	30341	604230
205	320	85	42	17	9	28	219	2327	221	8	57	761	1069	3812139	13213	30373	84378
206	1037	331	541	87	8	109	695	31322	3513	36	279	7833	8839	3820978	13221	30486	1170847
207	182	56	298	14	5	32	155	15441	1423	24	54	4270	4511	3825489	13226	30519	534659
208	137	20	47	7	0	63	68	1994	226	18	30	826	956	3826445	13226	30535	36245
209	489	256	1153	172	7	40	553	68317	6126	64	557	17666	18808	3845253	13233	30738	168947
