tu	regions	root_tok	new_lines	new_regions	new_blocks	deepest	root_z3	line_def	region_def	block_def	missing	fill_z3	total_z	cum_z	blocks	pairs	srcbytes
479	3358	101	0	0	4	1286	267	0	0	12	6	21	326	1217301	28073	807942	2603495
480	3397	94	0	0	4	695	271	0	0	23	12	32	347	1217648	28077	807955	2787817
481	4997	131	0	0	8	832	373	0	0	18	9	27	441	1218089	28085	807973	4803665
482	6368	118	0	0	5	1063	334	0	0	12	6	21	393	1218482	28090	807985	5527650
483	3733	44	0	0	1	1286	140	0	0	17	9	26	207	1218689	28091	807999	2904095
484	5120	122	0	0	2	502	352	0	0	24	12	33	429	1219118	28093	808026	4970169
485	3706	86	0	0	8	436	253	0	0	6	3	15	303	1219421	28101	808036	2880396
486	6231	93	0	0	4	599	279	0	0	24	12	33	356	1219777	28105	808059	5430367
487	3878	85	0	0	4	436	231	0	0	24	12	33	308	1220085	28109	808080	3021543
488	5318	129	0	0	2	832	373	0	0	47	24	56	485	1220570	28111	808109	4990541
489	8926	468	0	0	4	1286	1077	0	0	41	21	50	1180	1221750	28115	808151	6464779
490	3631	126	0	0	2	1286	331	0	0	6	3	15	381	1222131	28117	808168	2794788
491	1443	601	0	0	141	130	1269	0	0	78	39	87	1427	1223558	28258	808203	797942
492	703	137	0	0	6	59	353	0	0	180	90	145	620	1224178	28264	808240	265449
493	4243	671	0	0	34	443	1469	0	0	286	144	235	1880	1226058	28298	808316	2997623
494	4301	632	0	0	9	717	1336	0	0	74	39	83	1490	1227548	28307	808348	3019696
495	4219	641	0	0	293	443	1385	0	0	62	33	71	1521	1229069	28600	808384	2993599
496	724	183	0	0	3	61	440	0	0	48	24	57	553	1229622	28603	808404	270375
