tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
254	2254339	900033870	103577	44794142	2072572	1	0	20.09	434.26	2316833	2428	5010202	179.64	927	82	1392
255	2207387	902241257	104295	44898437	2072572	1	0	20.10	435.32	2337829	5806	5016008	179.87	2089	85	3605
256	2132775	904374032	98328	44996765	2072572	1	0	20.10	436.35	2337829	2661	5018669	180.20	956	55	1623
257	2117265	906491297	97274	45094039	2072572	1	0	20.10	437.38	2337829	1671	5020340	180.56	509	43	1092
258	2052386	908543683	94976	45189015	2072572	1	0	20.11	438.37	2337829	5657	5025997	180.77	4886	49	695
259	2791252	911334935	134160	45323175	2072572	1	0	20.11	439.71	2337829	16779	5042776	180.72	6478	119	10155
260	2166312	913501247	98961	45422136	2072572	1	0	20.11	440.76	2337829	1822	5044598	181.09	692	67	1036
261	2131740	915632987	100143	45522279	2072572	1	0	20.11	441.79	2337829	8476	5053074	181.20	5131	37	3281
262	2178590	917811577	99984	45622263	2072572	1	0	20.12	442.84	2337829	1821	5054895	181.57	517	61	1216
263	2676743	920488320	125584	45747847	2072572	1	0	20.12	444.13	2352385	7687	5062582	181.82	3181	64	4415
264	2020135	922508455	94047	45841894	2072572	1	0	20.12	445.10	2352385	2347	5064929	182.14	1026	49	1245
265	2594363	925102818	117697	45959591	2072572	1	0	20.13	446.35	2352385	6999	5071928	182.40	5694	52	1226
266	2105899	927208717	99177	46058768	2072572	1	0	20.13	447.37	2352385	3870	5075798	182.67	454	43	3346
267	2172547	929381264	99997	46158765	2072572	1	0	20.13	448.42	2352385	2297	5078095	183.02	668	52	1550
268	2704680	932085944	127065	46285830	2072572	1	0	20.14	449.72	2352385	6246	5084341	183.32	827	100	5292
269	2283855	934369799	108118	46393948	2072572	1	0	20.14	450.83	2352385	4580	5088921	183.61	377	105	4071
270	2065650	936435449	95853	46489801	2072572	1	0	20.14	451.82	2352385	6008	5094929	183.80	5050	49	882
271	2399040	938834489	130961	46620762	2072572	1	0	20.14	452.98	2375779	18430	5113359	183.60	1681	320	16402
272	2839973	941674462	145751	46766513	2072572	1	0	20.14	454.35	2375779	21871	5135230	183.38	6546	140	15158
273	2137046	943811508	96470	46862983	2072572	1	0	20.14	455.38	2375779	1694	5136924	183.73	1098	49	520
274	2179121	945990629	103471	46966454	2072572	1	0	20.14	456.43	2375779	6082	5143006	183.94	1202	107	4746
275	2398376	948389005	109889	47076343	2072572	1	0	20.15	457.59	2375779	7475	5150481	184.14	5725	73	1650
276	3160001	951549006	198914	47275257	2072572	1	0	20.13	459.12	2375779	46456	5196937	183.10	2637	349	43443
277	2280201	953829207	104631	47379888	2072572	1	0	20.13	460.22	2375779	7225	5204162	183.28	5265	46	1887
278	2648784	956477991	122858	47502746	2072572	1	0	20.14	461.49	2375779	8779	5212941	183.48	6050	138	2564
279	2649539	959127530	121407	47624153	2072572	1	0	20.14	462.77	2421527	4035	5216976	183.85	2338	61	1609
280	2644643	961772173	122180	47746333	2072572	1	0	20.14	464.05	2421527	8662	5225638	184.05	6420	98	2117
281	2458044	964230217	116224	47862557	2072572	1	0	20.15	465.23	2421527	6332	5231970	184.30	1745	112	4448
282	2619151	966849368	120074	47982631	2072572	1	0	20.15	466.50	2421527	3645	5235615	184.67	2208	102	1308
283	2590431	969439799	134722	48117353	2072572	1	0	20.15	467.75	2421527	15570	5251185	184.61	2088	296	13159
284	2421006	971860805	113698	48231051	2072572	1	0	20.15	468.92	2421527	5872	5257057	184.87	1817	79	3949
285	2406291	974267096	111301	48342352	2072572	1	0	20.15	470.08	2421527	4452	5261509	185.17	2170	49	2206
286	2209753	976476849	101191	48443543	2072572	1	0	20.16	471.14	2421527	3165	5264674	185.48	1354	74	1710
287	2636606	979113455	120907	48564450	2072572	1	0	20.16	472.41	2441447	6555	5271229	185.75	5054	61	1413
288	2415368	981528823	111744	48676194	2072572	1	0	20.16	473.58	2441447	6297	5277526	185.98	3864	80	2326
289	2749706	984278529	144218	48820412	2072572	1	0	20.16	474.91	2441447	15447	5292973	185.96	1765	120	13535
290	2520960	986799489	118847	48939259	2072572	1	0	20.16	476.12	2441447	6763	5299736	186.20	2353	94	4289
291	2656492	989455981	126356	49065615	2072572	1	0	20.17	477.40	2441447	7931	5307667	186.42	2524	40	5340
292	1957849	991413830	90684	49156299	2072572	1	0	20.17	478.35	2441447	3046	5310713	186.68	767	64	2188
293	2651501	994065331	122393	49278692	2072572	1	0	20.17	479.63	2441447	3406	5314119	187.06	1488	106	1785
294	2023612	996088943	91743	49370435	2072572	1	0	20.18	480.61	2441447	531	5314650	187.42	39	31	434
295	2398555	998487498	109439	49479874	2072572	1	0	20.18	481.76	2462314	3368	5318018	187.76	2387	40	914
296	2687206	1001174704	137301	49617175	2072572	1	0	20.18	483.06	2462314	17267	5335285	187.65	6542	259	10439
297	1875101	1003049805	87689	49704864	2072572	1	0	20.18	483.96	2462314	3310	5338595	187.89	448	67	2768
298	2378070	1005427875	108463	49813327	2072572	1	0	20.18	485.11	2462314	2920	5341515	188.23	1554	61	1278
299	3357007	1008784882	179771	49993098	2072572	1	0	20.18	486.73	2462314	29241	5370756	187.83	5564	144	23506
300	2068964	1010853846	95371	50088469	2072572	1	0	20.18	487.73	2462314	7220	5377976	187.96	4744	90	2359
301	2015131	1012868977	93936	50182405	2072572	1	0	20.18	488.70	2462314	3629	5381605	188.21	1291	64	2247
302	2178776	1015047753	101079	50283484	2072572	1	0	20.19	489.75	2462314	7780	5389385	188.34	4938	43	2772
303	2504400	1017552153	125150	50408634	2072572	1	0	20.19	490.96	2501136	16179	5405564	188.24	3680	352	12120
304	2956350	1020508503	163954	50572588	2072572	1	0	20.18	492.39	2501136	29991	5435555	187.75	6800	307	22857
305	1863394	1022371897	85048	50657636	2072572	1	0	20.18	493.29	2501136	1806	5437361	188.03	858	49	872
306	1797194	1024169091	85122	50742758	2072572	1	0	20.18	494.15	2501136	1763	5439124	188.30	166	64	1506
307	2272919	1026442010	106102	50848860	2072572	1	0	20.19	495.25	2501136	9125	5448249	188.40	5285	119	3694
308	1856354	1028298364	84331	50933191	2072572	1	0	20.19	496.15	2501136	4821	5453070	188.57	4080	37	677
309	2218488	1030516852	101605	51034796	2072572	1	0	20.19	497.22	2501136	2726	5455796	188.88	658	64	1977
310	2220559	1032737411	105362	51140158	2072572	1	0	20.19	498.29	2501136	10110	5465906	188.94	4924	161	4998
311	2102781	1034840192	96071	51236229	2072572	1	0	20.20	499.30	2527515	6853	5472759	189.09	5221	83	1522
312	2106812	1036947004	96869	51333098	2072572	1	0	20.20	500.32	2527515	2342	5475101	189.39	112	83	2120
313	2602358	1039549362	123341	51456439	2072572	1	0	20.20	501.57	2527515	10705	5485806	189.50	2678	109	7891
314	2139448	1041688810	97110	51553549	2072572	1	0	20.21	502.61	2527515	6785	5492591	189.65	5185	34	1539
315	2141410	1043830220	96521	51650070	2072572	1	0	20.21	503.64	2527515	1298	5493889	190.00	78	40	1153
316	1859228	1045689448	84952	51735022	2072572	1	0	20.21	504.54	2527515	5302	5499191	190.15	4034	40	1201
317	1860650	1047550098	84776	51819798	2072572	1	0	20.22	505.43	2527515	5133	5504324	190.31	4074	31	1001
318	2210351	1049760449	100714	51920512	2072572	1	0	20.22	506.50	2527515	7438	5511762	190.46	5085	98	2228
319	1877166	1051637615	87749	52008261	2072572	1	0	20.22	507.41	2540536	3191	5514953	190.69	153	105	2906
320	1803169	1053440784	85599	52093860	2072572	1	0	20.22	508.28	2540536	4957	5519910	190.84	3819	52	1059
321	1953803	1055394587	88795	52182655	2072572	1	0	20.23	509.22	2540536	1788	5521698	191.14	558	64	1139
322	2869737	1058264324	165787	52348442	2072572	1	0	20.22	510.60	2540536	27769	5549467	190.70	2904	217	24621
323	2025900	1060290224	96546	52444988	2072572	1	0	20.22	511.58	2540536	5939	5555406	190.86	320	118	5474
324	2106108	1062396332	100045	52545033	2072572	1	0	20.22	512.60	2540536	5650	5561056	191.04	630	98	4895
325	1904706	1064301038	86634	52631667	2072572	1	0	20.22	513.52	2540536	1483	5562539	191.33	482	34	940
326	1819437	1066120475	85512	52717179	2072572	1	0	20.22	514.39	2540536	919	5563458	191.63	39	31	822
327	1818399	1067938874	86104	52803283	2072572	1	0	20.22	515.27	2567478	1140	5564598	191.92	39	34	1040
328	2264333	1070203207	111555	52914838	2072572	1	0	20.23	516.36	2567478	7445	5572043	192.07	955	111	6352
329	2240963	1072444170	107964	53022802	2072572	1	0	20.23	517.45	2567478	5231	5577274	192.29	756	107	4341
330	2099526	1074543696	97397	53120199	2072572	1	0	20.23	518.46	2567478	2800	5580074	192.57	1475	52	1246
331	2113177	1076656873	99500	53219699	2072572	1	0	20.23	519.48	2567478	4728	5584802	192.78	1884	144	2673
332	2689218	1079346091	146722	53366421	2072572	1	0	20.23	520.78	2567478	18369	5603171	192.63	2740	209	15393
333	2682132	1082028223	137460	53503881	2072572	1	0	20.22	522.07	2567478	17514	5620685	192.51	6091	141	11255
334	1962396	1083990619	89987	53593868	2072572	1	0	20.23	523.02	2567478	1819	5622504	192.79	766	46	980
335	2084194	1086074813	101946	53695814	2369369	2	1	20.23	458.38	2600245	6357	5628861	192.95	916	67	5347
336	2205220	1088280033	103437	53799251	2369369	2	0	20.23	459.31	2600245	8089	5636950	193.06	5439	73	2550
337	2495931	1090775964	120986	53920237	2369369	2	0	20.23	460.37	2600245	10168	5647118	193.16	1865	127	8149
338	1770977	1092546941	83708	54003945	2369369	2	0	20.23	461.11	2600245	1180	5648298	193.43	55	46	1052
339	2005112	1094552053	94381	54098326	2369369	2	0	20.23	461.96	2600245	8248	5656546	193.50	4764	126	3331
340	2310272	1096862325	108323	54206649	2369369	2	0	20.23	462.93	2600245	3230	5659776	193.80	1342	81	1780
341	2214644	1099076969	103536	54310185	2369369	2	0	20.24	463.87	2600245	3585	5663361	194.07	1918	52	1588
342	2305341	1101382310	107296	54417481	2369369	2	0	20.24	464.84	2600245	6751	5670112	194.24	5745	49	930
343	3133922	1104516232	172814	54590295	2369369	2	0	20.23	466.16	2751280	24830	5694942	193.95	7035	297	17471
344	2988064	1107504296	146889	54737184	2369369	2	0	20.23	467.43	2751280	10785	5705727	194.10	3253	133	7372
345	2097237	1109601533	97785	54834969	2369369	2	0	20.24	468.31	2751280	5129	5710856	194.30	3702	55	1345
346	2038054	1111639587	93454	54928423	2369369	2	0	20.24	469.17	2751280	6224	5717080	194.44	4984	34	1179
347	2506094	1114145681	115934	55044357	2369369	2	0	20.24	470.23	2751280	7394	5724474	194.63	6258	58	1051
348	2746254	1116891935	128548	55172905	2369369	2	0	20.24	471.39	2751280	5872	5730346	194.91	4627	61	1157
349	2581651	1119473586	122718	55295623	2369369	2	0	20.25	472.48	2751280	4022	5734368	195.22	2280	58	1657
350	2073175	1121546761	96156	55391779	2369369	2	0	20.25	473.35	2751280	5983	5740351	195.38	4956	46	954
351	2503730	1124050491	115437	55507216	2369369	2	0	20.25	474.41	2764976	2238	5742589	195.74	1277	46	888
352	2502614	1126553105	115124	55622340	2369369	2	0	20.25	475.47	2764976	766	5743355	196.15	44	37	658
353	2504894	1129057999	115835	55738175	2369369	2	0	20.26	476.52	2764976	3957	5747312	196.45	2839	49	1042
354	2865415	1131923414	136058	55874233	2369369	2	0	20.26	477.73	2764976	9474	5756786	196.62	7269	83	2095
355	2563914	1134487328	119240	55993473	2369369	2	0	20.26	478.81	2764976	4934	5761720	196.90	2213	81	2613
356	2874128	1137361456	137443	56130916	2369369	2	0	20.26	480.03	2764976	9691	5771411	197.07	6599	76	2989
357	2504276	1139865732	115711	56246627	2369369	2	0	20.27	481.08	2764976	6195	5777606	197.29	5300	46	822
358	2532180	1142397912	116803	56363430	2369369	2	0	20.27	482.15	2764976	2036	5779642	197.66	1219	37	753
359	2517241	1144915153	118942	56482372	2369369	2	0	20.27	483.22	2787059	8428	5788070	197.81	5485	28	2888
360	2978282	1147893435	144780	56627152	2369369	2	0	20.27	484.47	2787059	11773	5799843	197.92	7298	95	4353
361	2782036	1150675471	129988	56757140	2369369	2	0	20.27	485.65	2787059	8362	5808205	198.11	7025	46	1264
362	2510756	1153186227	117204	56874344	2369369	2	0	20.28	486.71	2787059	6727	5814932	198.31	4372	90	2238
363	2504607	1155690834	115689	56990033	2369369	2	0	20.28	487.76	2787059	7417	5822349	198.49	6383	40	967
364	2284993	1157975827	105218	57095251	2369369	2	0	20.28	488.73	2787059	821	5823170	198.86	40	31	723
365	2845114	1160820941	136843	57232094	2369369	2	0	20.28	489.93	2787059	9250	5832420	199.03	6035	74	3114
366	2834424	1163655365	135572	57367666	2369369	2	0	20.28	491.12	2787059	6098	5838518	199.31	3834	61	2176
367	2510439	1166165804	117581	57485247	2369369	2	0	20.29	492.18	2870628	1926	5840444	199.67	92	72	1735
368	2531834	1168697638	116773	57602020	2369369	2	0	20.29	493.25	2870628	806	5841250	200.08	62	43	674
369	2510464	1171208102	117495	57719515	2369369	2	0	20.29	494.31	2870628	1912	5843162	200.44	70	49	1766
370	2504029	1173712131	116009	57835524	2369369	2	0	20.29	495.37	2870628	866	5844028	200.84	67	46	726
371	2675262	1176387393	130630	57966154	2369369	2	0	20.29	496.50	2870628	7047	5851075	201.05	1852	137	5031
372	2699204	1179086597	131364	58097518	2369369	2	0	20.29	497.64	2870628	7352	5858427	201.26	2115	103	5107
373	2187332	1181273929	102628	58200146	2369369	2	0	20.30	498.56	2870628	3501	5861928	201.52	1396	72	2006
374	2178460	1183452389	101103	58301249	2369369	2	0	20.30	499.48	2870628	3241	5865169	201.78	1755	67	1392
375	2307960	1185760349	106492	58407741	2369369	2	0	20.30	500.45	2889525	7144	5872313	201.92	5687	40	1390
376	1818966	1187579315	86044	58493785	2369369	2	0	20.30	501.22	2889525	853	5873166	202.20	36	25	765
377	2967783	1190547098	144922	58638707	2369369	2	0	20.30	502.47	2889525	9891	5883057	202.37	2409	160	7295
378	2078333	1192625431	95827	58734534	2369369	2	0	20.31	503.35	2889525	712	5883769	202.70	39	31	615
379	2172005	1194797436	100120	58834654	2369369	2	0	20.31	504.27	2889525	7001	5890770	202.83	5323	46	1605
380	2260788	1197058224	105311	58939965	2369369	2	0	20.31	505.22	2889525	2689	5893459	203.12	356	93	2213
381	2549993	1199608217	122354	59062319	2369369	2	0	20.31	506.30	2889525	3860	5897319	203.42	1163	64	2606
382	2518999	1202127216	118948	59181267	2369369	2	0	20.31	507.36	2889525	3798	5901117	203.71	1391	75	2305
383	2503830	1204631046	115524	59296791	2369369	2	0	20.32	508.42	2902167	2844	5903961	204.04	2117	43	657
384	2324477	1206955523	114515	59411306	2369369	2	0	20.32	509.40	2902167	8721	5912682	204.13	1433	55	7206
385	2311528	1209267051	106418	59517724	2369369	2	0	20.32	510.38	2902167	3321	5916003	204.41	2293	67	934
386	2308752	1211575803	106443	59624167	2369369	2	0	20.32	511.35	2902167	6549	5922552	204.57	5562	40	920
387	2309068	1213884871	105806	59729973	2369369	2	0	20.32	512.32	2902167	6281	5928833	204.74	5745	34	475
388	2330150	1216215021	108527	59838500	2369369	2	0	20.32	513.31	2902167	7674	5936507	204.87	5675	67	1905
389	2309854	1218524875	105623	59944123	2369369	2	0	20.33	514.28	2902167	481	5936988	205.24	43	31	380
390	2309085	1220833960	105730	60049853	2369369	2	0	20.33	515.26	2902167	518	5937506	205.61	49	34	408
391	2373647	1223207607	110493	60160346	2369369	2	0	20.33	516.26	2913583	3858	5941364	205.88	250	168	3413
392	2308647	1225516254	105680	60266026	2369369	2	0	20.34	517.23	2913583	483	5941847	206.25	49	34	373
393	2317545	1227833799	106693	60372719	2369369	2	0	20.34	518.21	2913583	1245	5943092	206.60	67	40	1111
394	2312820	1230146619	105916	60478635	2369369	2	0	20.34	519.19	2913583	641	5943733	206.97	74	37	503
395	2346883	1232493502	108472	60587107	2369369	2	0	20.34	520.18	2913583	7166	5950899	207.11	5831	49	1259
396	2309779	1234803281	105612	60692719	2369369	2	0	20.35	521.15	2913583	430	5951329	207.48	43	31	329
397	2309801	1237113082	105615	60798334	2369369	2	0	20.35	522.13	2913583	433	5951762	207.86	43	31	332
398	2309698	1239422780	105621	60903955	2369369	2	0	20.35	523.10	2913583	438	5952200	208.23	43	31	337
399	2309523	1241732303	105607	61009562	2369369	2	0	20.35	524.08	2916263	440	5952640	208.60	43	31	339
400	2310575	1244042878	105638	61115200	2369369	2	0	20.36	525.05	2916263	463	5953103	208.97	43	31	362
401	2309581	1246352459	105641	61220841	2369369	2	0	20.36	526.03	2916263	456	5953559	209.35	43	31	355
402	2311095	1248663554	105655	61326496	2369369	2	0	20.36	527.00	2916263	486	5954045	209.72	49	34	376
403	2309079	1250972633	105624	61432120	2369369	2	0	20.36	527.98	2916263	449	5954494	210.09	43	31	348
404	2308467	1253281100	105582	61537702	2369369	2	0	20.37	528.95	2916263	394	5954888	210.46	43	31	293
405	2308512	1255589612	105589	61643291	2369369	2	0	20.37	529.93	2916263	401	5955289	210.84	43	31	300
406	2312032	1257901644	105678	61748969	2369369	2	0	20.37	530.90	2916263	494	5955783	211.21	58	37	372
407	2308799	1260210443	105585	61854554	2369369	2	0	20.37	531.88	2917549	390	5956173	211.58	43	31	289
408	2309020	1262519463	105582	61960136	2369369	2	0	20.38	532.85	2917549	402	5956575	211.95	43	31	301
409	2319655	1264839118	106570	62066706	2369369	2	0	20.38	533.83	2917549	6559	5963134	212.11	5648	37	847
410	2308396	1267147514	105577	62172283	2369369	2	0	20.38	534.80	2917549	387	5963521	212.48	43	31	286
411	2309899	1269457413	105626	62277909	2369369	2	0	20.38	535.78	2917549	458	5963979	212.85	43	31	357
412	2310455	1271767868	105624	62383533	2369369	2	0	20.39	536.75	2917549	439	5964418	213.23	43	31	338
413	2310685	1274078553	105679	62489212	2369369	2	0	20.39	537.73	2917549	469	5964887	213.60	48	34	360
414	2309271	1276387824	105595	62594807	2369369	2	0	20.39	538.70	2917549	407	5965294	213.97	43	31	306
415	2308906	1278696730	105590	62700397	2369369	2	0	20.39	539.68	2919527	405	5965699	214.34	43	31	304
416	2308284	1281005014	105586	62805983	2369369	2	0	20.40	540.65	2919527	398	5966097	214.71	43	31	297
417	2308662	1283313676	105582	62911565	2369369	2	0	20.40	541.63	2919527	400	5966497	215.09	43	31	299
418	2267008	1285580684	104206	63015771	2369369	2	0	20.40	542.58	2919527	6445	5972942	215.23	5457	28	933
419	2367771	1287948455	110978	63126749	2369369	2	0	20.40	543.58	2919527	4532	5977474	215.47	1730	49	2726
420	2491918	1290440373	116142	63242891	2369369	2	0	20.40	544.63	2919527	5965	5983439	215.67	1583	61	4294
421	1798770	1292239143	86263	63329154	2369369	2	0	20.41	545.39	2919527	2679	5986118	215.87	457	58	2137
422	2375793	1294614936	118279	63447433	2369369	2	0	20.40	546.40	2919527	9650	5995768	215.92	689	108	8826
423	3094820	1297709756	151641	63599074	2369369	2	0	20.40	547.70	2952362	9162	6004930	216.11	4158	100	4877
424	3655562	1301365318	190104	63789178	2369369	2	0	20.40	549.25	2952362	16937	6021867	216.11	4390	148	12372
425	687456	1302052774	31501	63820679	2369369	2	0	20.40	549.54	2952362	3226	6025093	216.11	1968	58	1173
426	780730	1302833504	39178	63859857	2369369	2	0	20.40	549.87	2952362	6539	6031632	216.00	2047	105	4360
427	1523475	1304356979	114515	63974372	2369369	2	0	20.39	550.51	2952362	38257	6069889	214.89	1045	216	36969
428	932972	1305289951	63947	64038319	2369369	2	0	20.38	550.90	2952362	21367	6091256	214.29	460	240	20640
429	748048	1306037999	38972	64077291	2369369	2	0	20.38	551.22	2952362	6870	6098126	214.17	1873	64	4906
430	1352808	1307390807	69618	64146909	2369369	2	0	20.38	551.79	2952362	6777	6104903	214.15	728	58	5964
431	3317796	1310708603	147239	64294148	2369369	2	0	20.39	553.19	3110105	9794	6114697	214.35	6882	58	2827
432	1476383	1312184986	69120	64363268	2369369	2	0	20.39	553.81	3110105	789	6115486	214.57	49	43	670
433	2865322	1315050308	129138	64492406	2369369	2	0	20.39	555.02	3110105	3858	6119344	214.90	2475	61	1295
434	1727666	1316777974	82366	64574772	2369369	2	0	20.39	555.75	3110105	1928	6121272	215.12	176	49	1676
435	1440430	1318218404	67152	64641924	2369369	2	0	20.39	556.36	3110105	404	6121676	215.34	51	31	295
436	2632219	1320850623	119991	64761915	2369369	2	0	20.40	557.47	3110105	8985	6130661	215.45	6185	58	2715
437	3982361	1324832984	186712	64948627	2369369	2	0	20.40	559.15	3110105	13123	6143784	215.64	5561	86	7449
438	2426594	1327259578	109532	65058159	2369369	2	0	20.40	560.17	3110105	6457	6150241	215.81	5000	40	1390
439	2816462	1330076040	129559	65187718	2369369	2	0	20.40	561.36	3151349	5436	6155677	216.07	2799	40	2570
440	3375298	1333451338	162099	65349817	2369369	2	0	20.40	562.79	3151349	12143	6167820	216.19	3081	107	8928
441	2405530	1335856868	107659	65457476	2369369	2	0	20.41	563.80	3151349	3562	6171382	216.46	1530	64	1941
442	3944298	1339801166	209501	65666977	2369369	2	0	20.40	565.47	3151349	33314	6204696	215.93	8044	185	25058
443	2786400	1342587566	124847	65791824	2369369	2	0	20.41	566.64	3151349	8013	6212709	216.10	6557	49	1380
444	4164868	1346752434	229333	66021157	2369369	2	0	20.40	568.40	3151349	41798	6254507	215.33	3573	226	37972
445	2619987	1349372421	118371	66139528	2369369	2	0	20.40	569.51	3151349	3274	6257781	215.63	1836	64	1347
446	4019312	1353391733	226529	66366057	2369369	2	0	20.39	571.20	3151349	49222	6307003	214.59	7041	544	41610
447	4780990	1358172723	276404	66642461	2947905	3	1	20.38	460.72	3341527	55143	6362146	213.48	4846	243	50027
448	3805707	1361978430	174381	66816842	2947905	3	0	20.38	462.02	3341527	14168	6376314	213.60	6878	188	7075
449	1885659	1363864089	85308	66902150	2947905	3	0	20.39	462.66	3341527	3420	6379734	213.78	2455	46	892
450	2740554	1366604643	123376	67025526	2947905	3	0	20.39	463.59	3341527	3495	6383229	214.09	2129	75	1264
451	2615669	1369220312	119534	67145060	2947905	3	0	20.39	464.47	3341527	4803	6388032	214.34	3675	77	1024
452	3658505	1372878817	168787	67313847	2947905	3	0	20.40	465.71	3341527	15291	6403323	214.40	6204	116	8944
453	3004880	1375883697	138105	67451952	2947905	3	0	20.40	466.73	3341527	8001	6411324	214.60	2597	105	5272
454	3154309	1379038006	156663	67608615	2947905	3	0	20.40	467.80	3341527	20599	6431923	214.41	7177	176	13219
455	2596948	1381634954	117792	67726407	2947905	3	0	20.40	468.68	3388420	5925	6437848	214.61	3888	77	1933
456	4002137	1385637091	199408	67925815	2947905	3	0	20.40	470.04	3388420	31043	6468891	214.20	8213	566	22237
457	3722629	1389359720	168004	68093819	2947905	3	0	20.40	471.30	3388420	6502	6475393	214.56	3241	72	3162
458	4297085	1393656805	225470	68319289	2947905	3	0	20.40	472.76	3388420	40698	6516091	213.88	7347	189	33135
459	2566935	1396223740	120307	68439596	2947905	3	0	20.40	473.63	3388420	10174	6526265	213.94	5932	61	4154
460	2925664	1399149404	140123	68579719	2947905	3	0	20.40	474.62	3388420	11082	6537347	214.02	2410	134	8511
461	4140711	1403290115	209211	68788930	2947905	3	0	20.40	476.03	3388420	31089	6568436	213.64	7103	283	23676
462	3871686	1407161801	194744	68983674	2947905	3	0	20.40	477.34	3388420	30926	6599362	213.23	8022	501	22376
463	3651136	1410812937	162451	69146125	2947905	3	0	20.40	478.58	3488103	8869	6608231	213.49	7254	61	1527
464	3604916	1414417853	164998	69311123	2947905	3	0	20.41	479.80	3488103	11881	6620112	213.65	5343	175	6336
465	1972712	1416390565	89992	69401115	2947905	3	0	20.41	480.47	3488103	1861	6621973	213.89	811	34	989
466	4138896	1420529461	184581	69585696	2947905	3	0	20.41	481.88	3488103	12066	6634039	214.13	7073	75	4891
467	2680834	1423210295	120696	69706392	2947905	3	0	20.42	482.79	3488103	6799	6640838	214.31	6114	43	615
468	4072106	1427282401	190945	69897337	2947905	3	0	20.42	484.17	3488103	15544	6656382	214.42	4772	217	10528
469	3258307	1430540708	146785	70044122	2947905	3	0	20.42	485.27	3488103	4915	6661297	214.75	2614	31	2243
470	3388630	1433929338	170178	70214300	2947905	3	0	20.42	486.42	3488103	15204	6676501	214.77	3036	282	11859
471	3203072	1437132410	138419	70352719	2947905	3	0	20.43	487.51	3545398	4523	6681024	215.11	2640	46	1810
472	3363309	1440495719	147463	70500182	2947905	3	0	20.43	488.65	3545398	8740	6689764	215.33	6939	49	1725
473	3170438	1443666157	140748	70640930	2947905	3	0	20.44	489.73	3545398	4076	6693840	215.67	2396	49	1604
474	3377699	1447043856	143262	70784192	2947905	3	0	20.44	490.87	3545398	9282	6703122	215.88	7704	58	1493
475	3592407	1450636263	167278	70951470	2947905	3	0	20.45	492.09	3545398	12479	6715601	216.01	3615	139	8698
476	1738816	1452375079	81934	71033404	2947905	3	0	20.45	492.68	3545398	4411	6720012	216.13	3514	37	833
477	3729929	1456105008	169044	71202448	2947905	3	0	20.45	493.95	3545398	13816	6733828	216.24	8256	121	5412
478	354559	1456459567	16663	71219111	2947905	3	0	20.45	494.07	3545398	912	6734740	216.26	635	37	213
479	3691577	1460151144	165729	71384840	2947905	3	0	20.45	495.32	3568769	11190	6745930	216.45	7842	92	3229
480	3700806	1463851950	175032	71559872	2947905	3	0	20.46	496.57	3568769	14546	6760476	216.53	2951	235	11333
481	4076763	1467928713	209352	71769224	2947905	3	0	20.45	497.96	3568769	37147	6797623	215.95	8691	534	27895
482	3704007	1471632720	173920	71943144	2947905	3	0	20.46	499.21	3568769	19956	6817579	215.86	6794	304	12831
483	5698806	1477331526	767749	72710893	2947905	3	0	20.32	501.15	3568769	321180	7138759	206.95	2993	324	317836
484	3701136	1481032662	173236	72884129	2947905	3	0	20.32	502.40	3568769	19694	7158453	206.89	7753	288	11626
485	2850797	1483883459	129657	73013786	2947905	3	0	20.32	503.37	3568769	5574	7164027	207.13	4241	52	1254
486	3059118	1486942577	157012	73170798	2947905	3	0	20.32	504.41	3568769	17695	7181722	207.05	6658	175	10835
487	3826802	1490769379	177339	73348137	2947905	3	0	20.32	505.70	3871385	16318	7198040	207.11	8092	151	8048
488	3731242	1494500621	165824	73513961	2947905	3	0	20.33	506.97	3871385	10816	7208856	207.31	8307	76	2406
489	2714099	1497214720	124457	73638418	2947905	3	0	20.33	507.89	3871385	6478	7215334	207.50	3853	82	2516
490	2664907	1499879627	123265	73761683	2947905	3	0	20.33	508.80	3871385	5086	7220420	207.73	2161	73	2825
491	2843339	1502722966	130497	73892180	2947905	3	0	20.34	509.76	3871385	6006	7226426	207.95	2464	67	3448
492	2852942	1505575908	127755	74019935	2947905	3	0	20.34	510.73	3871385	4244	7230670	208.22	2452	46	1719
493	3902496	1509478404	191257	74211192	2947905	3	0	20.34	512.05	3871385	25995	7256665	208.01	8478	427	17063
494	4095232	1513573636	188226	74399418	2947905	3	0	20.34	513.44	3871385	15958	7272623	208.12	8062	120	7749
495	3227573	1516801209	151315	74550733	2947905	3	0	20.35	514.54	3924013	6343	7278966	208.38	223	84	6009
496	2863011	1519664220	130528	74681261	2947905	3	0	20.35	515.51	3924013	8187	7287153	208.54	5946	37	2177
497	3491836	1523156056	149199	74830460	2947905	3	0	20.35	516.69	3924013	10135	7297288	208.73	7403	55	2650
498	2261960	1525418016	103923	74934383	2947905	3	0	20.36	517.46	3924013	2555	7299843	208.97	1026	61	1441
499	2829110	1528247126	131075	75065458	2947905	3	0	20.36	518.42	3924013	6941	7306784	209.15	4387	80	2447
500	2124196	1530371322	96286	75161744	2947905	3	0	20.36	519.14	3924013	5634	7312418	209.28	4878	40	689
