tu	raw	cumulative_raw	fastintern_wire	fastintern_cum_wire	grz2_cum_wire	grz2_group	grz2_group_closes	fastintern_ratio	grz2_ratio	grz2_fine_cum_wire	p29_wire	p29_cum_wire	p29_ratio	p29_b_root	p29_b_need	p29_b_fill
266	724407	291678291	32463	14186317	424652	1	0	20.56	686.86	492074	1926	1413346	206.37	1868	10	21
267	1143189	292821480	53415	14239732	424652	1	0	20.56	689.56	492074	2986	1416332	206.75	2928	10	21
268	621762	293443242	26931	14266663	424652	1	0	20.57	691.02	492074	1799	1418131	206.92	1741	10	21
269	1272303	294715545	59965	14326628	424652	1	0	20.57	694.02	492074	1317	1419448	207.63	1259	10	21
270	650509	295366054	28000	14354628	424652	1	0	20.58	695.55	492074	752	1420200	207.97	694	10	21
271	354432	295720486	16329	14370957	424652	1	0	20.58	696.38	493344	512	1420712	208.15	454	10	21
272	1148333	296868819	52869	14423826	424652	1	0	20.58	699.09	493344	3158	1423870	208.49	3100	10	21
273	1239832	298108651	56312	14480138	424652	1	0	20.59	702.01	493344	1386	1425256	209.16	1328	10	21
274	1703712	299812363	80834	14560972	424652	1	0	20.59	706.02	493344	3819	1429075	209.79	3761	10	21
275	1618254	301430617	76264	14637236	424652	1	0	20.59	709.83	493344	3853	1432928	210.36	3795	10	21
276	1112235	302542852	51446	14688682	424652	1	0	20.60	712.45	493344	1511	1434439	210.91	1453	10	21
277	17188	302560040	673	14689355	424652	1	0	20.60	712.49	493344	70	1434509	210.92	12	10	21
278	801991	303362031	37411	14726766	424652	1	0	20.60	714.38	493344	1347	1435856	211.28	1289	10	21
279	896956	304258987	42180	14768946	424652	1	0	20.60	716.49	494780	2666	1438522	211.51	2608	10	21
280	1081856	305340843	49963	14818909	424652	1	0	20.60	719.04	494780	671	1439193	212.16	613	10	21
281	809073	306149916	37664	14856573	424652	1	0	20.61	720.94	494780	2432	1441625	212.36	2374	10	21
282	762578	306912494	34285	14890858	424652	1	0	20.61	722.74	494780	778	1442403	212.78	720	10	21
283	5297	306917791	168	14891026	424652	1	0	20.61	722.75	494780	70	1442473	212.77	12	10	21
284	919940	307837731	43956	14934982	424652	1	0	20.61	724.92	494780	1190	1443663	213.23	798	16	349
285	1506319	309344050	71960	15006942	424652	1	0	20.61	728.46	494780	3740	1447403	213.72	3682	10	21
286	610537	309954587	23107	15030049	424652	1	0	20.62	729.90	494780	1489	1448892	213.93	1431	10	21
287	58777	310013364	2172	15032221	424652	1	0	20.62	730.04	496456	70	1448962	213.96	12	10	21
288	913793	310927157	42841	15075062	424652	1	0	20.63	732.19	496456	970	1449932	214.44	912	10	21
289	1423798	312350955	64418	15139480	424652	1	0	20.63	735.55	496456	1443	1451375	215.21	1385	10	21
290	1083027	313433982	50097	15189577	424652	1	0	20.63	738.10	496456	2883	1454258	215.53	2825	10	21
291	622374	314056356	27034	15216611	424652	1	0	20.64	739.56	496456	751	1455009	215.84	693	10	21
292	1126905	315183261	50480	15267091	424652	1	0	20.64	742.22	496456	1632	1456641	216.38	1574	10	21
293	1538154	316721415	72124	15339215	424652	1	0	20.65	745.84	496456	3699	1460340	216.88	3641	10	21
294	649795	317371210	28036	15367251	424652	1	0	20.65	747.37	496456	743	1461083	217.22	685	10	21
295	902287	318273497	41708	15408959	424652	1	0	20.66	749.49	497836	709	1461792	217.73	651	10	21
296	819727	319093224	36300	15445259	424652	1	0	20.66	751.42	497836	1214	1463006	218.11	1030	12	145
297	578752	319671976	21767	15467026	424652	1	0	20.67	752.79	497836	1179	1464185	218.33	1121	10	21
298	11130	319683106	460	15467486	424652	1	0	20.67	752.81	497836	70	1464255	218.32	12	10	21
299	1498048	321181154	66342	15533828	424652	1	0	20.68	756.34	497836	3353	1467608	218.85	3295	10	21
300	1434247	322615401	68170	15601998	424652	1	0	20.68	759.72	497836	2773	1470381	219.41	2715	10	21
301	1455837	324071238	65962	15667960	424652	1	0	20.68	763.15	497836	2796	1473177	219.98	2738	10	21
302	1055548	325126786	50367	15718327	424652	1	0	20.68	765.63	497836	725	1473902	220.59	667	10	21
303	1768886	326895672	82586	15800913	424652	1	0	20.69	769.80	500053	4476	1478378	221.12	4151	12	286
304	664248	327559920	28712	15829625	424652	1	0	20.69	771.36	500053	1977	1480355	221.27	1919	10	21
305	355251	327915171	16378	15846003	424652	1	0	20.69	772.20	500053	505	1480860	221.44	447	10	21
306	826871	328742042	38351	15884354	424652	1	0	20.70	774.14	500053	511	1481371	221.92	453	10	21
307	371104	329113146	17347	15901701	424652	1	0	20.70	775.02	500053	619	1481990	222.08	540	14	38
308	838940	329952086	39223	15940924	424652	1	0	20.70	776.99	500053	546	1482536	222.56	488	10	21
309	939269	330891355	44399	15985323	424652	1	0	20.70	779.21	500053	955	1483491	223.05	897	10	21
310	1420324	332311679	67612	16052935	424652	1	0	20.70	782.55	500053	1550	1485041	223.77	1492	10	21
311	1138990	333450669	54401	16107336	424652	1	0	20.70	785.23	501440	1011	1486052	224.39	953	10	21
312	759376	334210045	34139	16141475	424652	1	0	20.71	787.02	501440	2048	1488100	224.59	1990	10	21
313	1643978	335854023	77230	16218705	424652	1	0	20.71	790.89	501440	2628	1490728	225.30	2570	10	21
314	1444672	337298695	68702	16287407	424652	1	0	20.71	794.29	501440	1019	1491747	226.11	961	10	21
315	809249	338107944	38047	16325454	424652	1	0	20.71	796.20	501440	681	1492428	226.55	415	12	227
316	1341339	339449283	62546	16388000	424652	1	0	20.71	799.36	501440	1929	1494357	227.15	1716	12	174
317	768038	340217321	34410	16422410	424652	1	0	20.72	801.17	501440	857	1495214	227.54	799	10	21
318	1435939	341653260	67897	16490307	424652	1	0	20.72	804.55	501440	1001	1496215	228.35	943	10	21
319	102185	341755445	4142	16494449	424652	1	0	20.72	804.79	503292	303	1496518	228.37	245	10	21
320	941943	342697388	44821	16539270	424652	1	0	20.72	807.01	503292	1981	1498499	228.69	1923	10	21
321	1223698	343921086	59537	16598807	424652	1	0	20.72	809.89	503292	1119	1499618	229.34	1061	10	21
322	1588806	345509892	74011	16672818	424652	1	0	20.72	813.63	503292	3370	1502988	229.88	3312	10	21
323	1095045	346604937	50567	16723385	424652	1	0	20.73	816.21	503292	2870	1505858	230.17	2812	10	21
324	1096575	347701512	50118	16773503	424652	1	0	20.73	818.79	503292	731	1506589	230.79	673	10	21
325	2058822	349760334	90490	16863993	424652	1	0	20.74	823.64	503292	1499	1508088	231.92	1441	10	21
326	1097480	350857814	50593	16914586	424652	1	0	20.74	826.22	503292	745	1508833	232.54	687	10	21
327	1590712	352448526	73462	16988048	424652	1	0	20.75	829.97	504751	3530	1512363	233.04	3472	10	21
328	2237585	354686111	103436	17091484	424652	1	0	20.75	835.24	504751	3570	1515933	233.97	3021	14	508
329	1586746	356272857	73334	17164818	424652	1	0	20.76	838.98	504751	729	1516662	234.91	671	10	21
330	1101244	357374101	50829	17215647	424652	1	0	20.76	841.57	504751	2917	1519579	235.18	2859	10	21
331	1255945	358630046	59177	17274824	424652	1	0	20.76	844.53	504751	2602	1522181	235.60	2544	10	21
332	1104126	359734172	48749	17323573	424652	1	0	20.77	847.13	504751	2677	1524858	235.91	2619	10	21
333	1304045	361038217	60968	17384541	424652	1	0	20.77	850.20	504751	2771	1527629	236.34	2713	10	21
334	1333595	362371812	62687	17447228	424652	1	0	20.77	853.34	504751	1062	1528691	237.05	1004	10	21
335	1481785	363853597	67199	17514427	439899	2	1	20.77	827.13	506306	1351	1530042	237.81	1293	10	21
336	1066877	364920474	47399	17561826	439899	2	0	20.78	829.56	506306	746	1530788	238.39	688	10	21
337	2146420	367066894	95468	17657294	439899	2	0	20.79	834.43	506306	2931	1533719	239.33	2873	10	21
338	1455094	368521988	69156	17726450	439899	2	0	20.79	837.74	506306	1621	1535340	240.03	1563	10	21
339	1942432	370464420	88578	17815028	439899	2	0	20.80	842.16	506306	3951	1539291	240.67	3893	10	21
340	1273977	371738397	59895	17874923	439899	2	0	20.80	845.05	506306	882	1540173	241.36	824	10	21
341	657757	372396154	28332	17903255	439899	2	0	20.80	846.55	506306	906	1541079	241.65	746	12	121
342	1314381	373710535	61601	17964856	439899	2	0	20.80	849.54	506306	1596	1542675	242.25	1538	10	21
343	1066645	374777180	47491	18012347	439899	2	0	20.81	851.96	508256	738	1543413	242.82	680	10	21
344	1706418	376483598	79836	18092183	439899	2	0	20.81	855.84	508256	1056	1544469	243.76	998	10	21
345	1311605	377795203	61348	18153531	439899	2	0	20.81	858.82	508256	1050	1545519	244.45	992	10	21
346	1317738	379112941	61703	18215234	439899	2	0	20.81	861.82	508256	1010	1546529	245.14	952	10	21
347	1153470	380266411	54266	18269500	439899	2	0	20.81	864.44	508256	4541	1551070	245.16	3163	143	1208
348	214310	380480721	7882	18277382	439899	2	0	20.82	864.93	508256	70	1551140	245.29	12	10	21
349	858551	381339272	37758	18315140	439899	2	0	20.82	866.88	508256	2128	1553268	245.51	2070	10	21
350	221150	381560422	8195	18323335	439899	2	0	20.82	867.38	508256	70	1553338	245.64	12	10	21
351	918182	382478604	41821	18365156	439899	2	0	20.83	869.47	510370	2570	1555908	245.82	2512	10	21
352	1812753	384291357	77846	18443002	439899	2	0	20.84	873.59	510370	3680	1559588	246.41	3622	10	21
353	1342683	385634040	60842	18503844	439899	2	0	20.84	876.64	510370	3484	1563072	246.72	3426	10	21
354	839869	386473909	38713	18542557	439899	2	0	20.84	878.55	510370	2513	1565585	246.86	2455	10	21
355	1359478	387833387	64603	18607160	439899	2	0	20.84	881.64	510370	3437	1569022	247.18	3379	10	21
356	1064821	388898208	47802	18654962	439899	2	0	20.85	884.06	510370	2524	1571546	247.46	2466	10	21
357	1154609	390052817	54729	18709691	439899	2	0	20.85	886.69	510370	3027	1574573	247.72	2969	10	21
358	1253540	391306357	58857	18768548	439899	2	0	20.85	889.54	510370	3193	1577766	248.01	3135	10	21
359	2153022	393459379	97557	18866105	439899	2	0	20.86	894.43	510599	4964	1582730	248.60	4906	10	21
360	629535	394088914	27350	18893455	439899	2	0	20.86	895.86	510599	1853	1584583	248.70	1795	10	21
361	1445312	395534226	68047	18961502	439899	2	0	20.86	899.15	510599	3427	1588010	249.08	3369	10	21
362	1542491	397076717	72616	19034118	439899	2	0	20.86	902.65	510599	3511	1591521	249.50	3453	10	21
363	210007	397286724	7778	19041896	439899	2	0	20.86	903.13	510599	70	1591591	249.62	12	10	21
364	1340085	398626809	64546	19106442	439899	2	0	20.86	906.18	510599	3426	1595017	249.92	3368	10	21
365	11192	398638001	479	19106921	439899	2	0	20.86	906.20	510599	70	1595087	249.92	12	10	21
366	745287	399383288	33616	19140537	439899	2	0	20.87	907.90	510599	2043	1597130	250.06	1985	10	21
367	801773	400185061	37421	19177958	439899	2	0	20.87	909.72	511010	2381	1599511	250.19	2323	10	21
368	101775	400286836	4118	19182076	439899	2	0	20.87	909.95	511010	298	1599809	250.21	240	10	21
369	1149261	401436097	53963	19236039	439899	2	0	20.87	912.56	511010	2988	1602797	250.46	2930	10	21
370	1696005	403132102	75421	19311460	439899	2	0	20.88	916.42	511010	4074	1606871	250.88	4016	10	21
371	809875	403941977	37679	19349139	439899	2	0	20.88	918.26	511010	2428	1609299	251.00	2370	10	21
372	845163	404787140	39266	19388405	439899	2	0	20.88	920.18	511010	2580	1611879	251.13	2522	10	21
373	850700	405637840	37584	19425989	439899	2	0	20.88	922.12	511010	2077	1613956	251.33	2019	10	21
374	724407	406362247	32463	19458452	439899	2	0	20.88	923.76	511010	1919	1615875	251.48	1861	10	21
375	1143189	407505436	53415	19511867	439899	2	0	20.89	926.36	512224	2949	1618824	251.73	2891	10	21
376	621762	408127198	26931	19538798	439899	2	0	20.89	927.77	512224	1792	1620616	251.83	1734	10	21
377	1272303	409399501	59965	19598763	439899	2	0	20.89	930.67	512224	3237	1623853	252.12	3179	10	21
378	650509	410050010	28000	19626763	439899	2	0	20.89	932.15	512224	1877	1625730	252.23	1819	10	21
379	354432	410404442	16329	19643092	439899	2	0	20.89	932.95	512224	734	1626464	252.33	676	10	21
380	1148333	411552775	52869	19695961	439899	2	0	20.90	935.56	512224	3134	1629598	252.55	3076	10	21
381	1239832	412792607	56312	19752273	439899	2	0	20.90	938.38	512224	2637	1632235	252.90	2579	10	21
382	1703712	414496319	80834	19833107	439899	2	0	20.90	942.25	512224	3798	1636033	253.35	3740	10	21
383	1618254	416114573	76264	19909371	439899	2	0	20.90	945.93	512804	3816	1639849	253.75	3758	10	21
384	1112235	417226808	51446	19960817	439899	2	0	20.90	948.46	512804	3008	1642857	253.96	2950	10	21
385	17188	417243996	673	19961490	439899	2	0	20.90	948.50	512804	70	1642927	253.96	12	10	21
386	801991	418045987	37411	19998901	439899	2	0	20.90	950.32	512804	2408	1645335	254.08	2350	10	21
387	896956	418942943	42180	20041081	439899	2	0	20.90	952.36	512804	2642	1647977	254.22	2584	10	21
388	1081856	420024799	49963	20091044	439899	2	0	20.91	954.82	512804	2852	1650829	254.43	2794	10	21
389	809252	420834051	37854	20128898	439899	2	0	20.91	956.66	512804	2625	1653454	254.52	2360	12	226
390	762578	421596629	34285	20163183	439899	2	0	20.91	958.39	512804	2026	1655480	254.67	1968	10	21
391	5297	421601926	168	20163351	439899	2	0	20.91	958.41	513793	70	1655550	254.66	12	10	21
392	919940	422521866	43590	20206941	439899	2	0	20.91	960.50	513793	2632	1658182	254.81	2574	10	21
393	1506319	424028185	71960	20278901	439899	2	0	20.91	963.92	513793	3709	1661891	255.15	3651	10	21
394	610537	424638722	23107	20302008	439899	2	0	20.92	965.31	513793	1474	1663365	255.29	1416	10	21
395	58777	424697499	2172	20304180	439899	2	0	20.92	965.44	513793	70	1663435	255.31	12	10	21
396	913793	425611292	42841	20347021	439899	2	0	20.92	967.52	513793	2747	1666182	255.44	2689	10	21
397	1423798	427035090	64418	20411439	439899	2	0	20.92	970.76	513793	3722	1669904	255.72	3664	10	21
398	1083027	428118117	50097	20461536	439899	2	0	20.92	973.22	513793	2864	1672768	255.93	2806	10	21
399	622374	428740491	27034	20488570	439899	2	0	20.93	974.63	514377	1802	1674570	256.03	1744	10	21
400	1126905	429867396	50480	20539050	439899	2	0	20.93	977.20	514377	2747	1677317	256.28	2689	10	21
401	1538154	431405550	72124	20611174	439899	2	0	20.93	980.69	514377	3684	1681001	256.64	3626	10	21
402	649795	432055345	28036	20639210	439899	2	0	20.93	982.17	514377	1849	1682850	256.74	1791	10	21
403	902287	432957632	41708	20680918	439899	2	0	20.94	984.22	514377	2745	1685595	256.86	2687	10	21
404	819727	433777359	36276	20717194	439899	2	0	20.94	986.08	514377	2143	1687738	257.02	2085	10	21
405	578752	434356111	21767	20738961	439899	2	0	20.94	987.40	514377	1335	1689073	257.16	1277	10	21
406	11130	434367241	460	20739421	439899	2	0	20.94	987.42	514377	70	1689143	257.15	12	10	21
407	1498048	435865289	66342	20805763	439899	2	0	20.95	990.83	515431	3636	1692779	257.49	3578	10	21
408	1434247	437299536	68170	20873933	439899	2	0	20.95	994.09	515431	3680	1696459	257.77	3622	10	21
409	1455837	438755373	65962	20939895	439899	2	0	20.95	997.40	515431	2960	1699419	258.18	2902	10	21
410	1055548	439810921	50367	20990262	439899	2	0	20.95	999.80	515431	2881	1702300	258.36	2823	10	21
411	1768886	441579807	82586	21072848	439899	2	0	20.95	1003.82	515431	4114	1706414	258.78	4056	10	21
412	664248	442244055	28712	21101560	439899	2	0	20.96	1005.33	515431	1963	1708377	258.87	1905	10	21
413	355251	442599306	16378	21117938	439899	2	0	20.96	1006.14	515431	731	1709108	258.97	673	10	21
414	826871	443426177	38351	21156289	439899	2	0	20.96	1008.02	515431	2456	1711564	259.08	2398	10	21
415	371104	443797281	17229	21173518	439899	2	0	20.96	1008.86	515949	821	1712385	259.17	763	10	21
416	838940	444636221	39223	21212741	439899	2	0	20.96	1010.77	515949	2482	1714867	259.28	2424	10	21
417	939269	445575490	44399	21257140	439899	2	0	20.96	1012.90	515949	2643	1717510	259.43	2585	10	21
418	1420324	446995814	67612	21324752	439899	2	0	20.96	1016.13	515949	3271	1720781	259.76	3213	10	21
419	1138990	448134804	54401	21379153	439899	2	0	20.96	1018.72	515949	3010	1723791	259.97	2952	10	21
420	759376	448894180	34139	21413292	439899	2	0	20.96	1020.45	515949	2042	1725833	260.10	1984	10	21
421	1643978	450538158	77230	21490522	439899	2	0	20.96	1024.19	515949	3695	1729528	260.50	3637	10	21
422	1444672	451982830	68702	21559224	439899	2	0	20.96	1027.47	515949	3402	1732930	260.82	3344	10	21
423	809249	452792079	37840	21597064	439899	2	0	20.97	1029.31	516580	2420	1735350	260.92	2362	10	21
424	1341339	454133418	62546	21659610	439899	2	0	20.97	1032.36	516580	3065	1738415	261.23	3007	10	21
425	768038	454901456	34410	21694020	439899	2	0	20.97	1034.10	516580	2057	1740472	261.37	1999	10	21
426	1435939	456337395	67897	21761917	439899	2	0	20.97	1037.37	516580	3318	1743790	261.69	3260	10	21
427	102185	456439580	4142	21766059	439899	2	0	20.97	1037.60	516580	309	1744099	261.71	251	10	21
428	941943	457381523	44821	21810880	439899	2	0	20.97	1039.74	516580	2673	1746772	261.84	2615	10	21
429	1223698	458605221	59537	21870417	439899	2	0	20.97	1042.52	516580	3228	1750000	262.06	3170	10	21
430	1588806	460194027	74011	21944428	439899	2	0	20.97	1046.14	516580	3535	1753535	262.44	3477	10	21
431	1095045	461289072	50567	21994995	439899	2	0	20.97	1048.62	518150	2864	1756399	262.63	2806	10	21
432	1096575	462385647	50118	22045113	439899	2	0	20.97	1051.12	518150	2868	1759267	262.83	2810	10	21
433	2058822	464444469	90490	22135603	439899	2	0	20.98	1055.80	518150	4695	1763962	263.30	4637	10	21
434	1097480	465541949	50593	22186196	439899	2	0	20.98	1058.29	518150	2876	1766838	263.49	2818	10	21
435	1590712	467132661	73462	22259658	439899	2	0	20.99	1061.91	518150	3525	1770363	263.86	3467	10	21
436	2237585	469370246	103436	22363094	439899	2	0	20.99	1067.00	518150	4852	1775215	264.40	4794	10	21
437	1586746	470956992	73334	22436428	439899	2	0	20.99	1070.60	518150	3520	1778735	264.77	3462	10	21
438	1101244	472058236	50829	22487257	439899	2	0	20.99	1073.11	518150	2905	1781640	264.96	2847	10	21
439	1255945	473314181	59177	22546434	439899	2	0	20.99	1075.96	519709	3179	1784819	265.19	3121	10	21
440	1104126	474418307	48749	22595183	439899	2	0	21.00	1078.47	519709	2660	1787479	265.41	2602	10	21
441	1304045	475722352	60968	22656151	439899	2	0	21.00	1081.44	519709	3365	1790844	265.64	3307	10	21
442	1333595	477055947	62687	22718838	439899	2	0	21.00	1084.47	519709	3444	1794288	265.87	3386	10	21
443	1481785	478537732	67199	22786037	439899	2	0	21.00	1087.84	519709	3136	1797424	266.24	3078	10	21
444	1066877	479604609	47399	22833436	439899	2	0	21.00	1090.26	519709	2492	1799916	266.46	2434	10	21
445	2146420	481751029	95468	22928904	439899	2	0	21.01	1095.14	519709	4891	1804807	266.93	4833	10	21
446	1455094	483206123	69156	22998060	439899	2	0	21.01	1098.45	519709	3739	1808546	267.18	3681	10	21
447	1942432	485148555	88578	23086638	444210	3	1	21.01	1092.16	521393	4538	1813084	267.58	4480	10	21
448	1273977	486422532	59895	23146533	444210	3	0	21.01	1095.03	521393	3233	1816317	267.81	3175	10	21
449	657757	487080289	28309	23174842	444210	3	0	21.02	1096.51	521393	1923	1818240	267.89	1865	10	21
450	1314381	488394670	61601	23236443	444210	3	0	21.02	1099.47	521393	3422	1821662	268.10	3364	10	21
451	1066645	489461315	47491	23283934	444210	3	0	21.02	1101.87	521393	2501	1824163	268.32	2443	10	21
452	1706418	491167733	79836	23363770	444210	3	0	21.02	1105.71	521393	3901	1828064	268.68	3843	10	21
453	1311605	492479338	61348	23425118	444210	3	0	21.02	1108.66	521393	3434	1831498	268.89	3376	10	21
454	1317738	493797076	61703	23486821	444210	3	0	21.02	1111.63	521393	3397	1834895	269.11	3339	10	21
455	1921139	495718215	84526	23571347	444210	3	0	21.03	1115.95	523747	5505	1840400	269.35	3780	148	1550
456	1948150	497666365	85094	23656441	444210	3	0	21.04	1120.34	523747	5367	1845767	269.63	4493	64	783
457	1106225	498772590	51816	23708257	444210	3	0	21.04	1122.83	523747	921	1846688	270.09	60	42	792
458	1308339	500080929	61595	23769852	444210	3	0	21.04	1125.78	523747	860	1847548	270.67	386	38	409
459	1106474	501187403	51581	23821433	444210	3	0	21.04	1128.27	523747	742	1848290	271.16	60	42	613
460	1106113	502293516	51505	23872938	444210	3	0	21.04	1130.76	523747	689	1848979	271.66	60	42	560
461	1105884	503399400	51465	23924403	444210	3	0	21.04	1133.25	523747	650	1849629	272.16	60	42	521
462	1106126	504505526	51451	23975854	444210	3	0	21.04	1135.74	523747	659	1850288	272.66	60	42	530
463	1106228	505611754	52002	24027856	444210	3	0	21.04	1138.23	526925	2130	1852418	272.95	1175	48	880
464	214310	505826064	7882	24035738	444210	3	0	21.04	1138.71	526925	70	1852488	273.05	12	10	21
465	858997	506685061	37791	24073529	444210	3	0	21.05	1140.64	526925	70	1852558	273.51	12	10	21
466	221150	506906211	8195	24081724	444210	3	0	21.05	1141.14	526925	70	1852628	273.61	12	10	21
467	919338	507825549	41900	24123624	444210	3	0	21.05	1143.21	526925	70	1852698	274.10	12	10	21
468	1813167	509638716	77934	24201558	444210	3	0	21.06	1147.29	526925	70	1852768	275.07	12	10	21
469	1343775	510982491	60900	24262458	444210	3	0	21.06	1150.32	526925	70	1852838	275.78	12	10	21
470	840989	511823480	38787	24301245	444210	3	0	21.06	1152.21	526925	70	1852908	276.23	12	10	21
471	1361166	513184646	64664	24365909	444210	3	0	21.06	1155.27	527127	70	1852978	276.95	12	10	21
472	1065261	514249907	47843	24413752	444210	3	0	21.06	1157.67	527127	70	1853048	277.52	12	10	21
473	1155706	515405613	54818	24468570	444210	3	0	21.06	1160.27	527127	3003	1856051	277.69	2945	10	21
474	1254613	516660226	58945	24527515	444210	3	0	21.06	1163.10	527127	70	1856121	278.35	12	10	21
475	2156053	518816279	97698	24625213	444210	3	0	21.07	1167.95	527127	4935	1861056	278.78	4877	10	21
476	630003	519446282	27379	24652592	444210	3	0	21.07	1169.37	527127	70	1861126	279.10	12	10	21
477	1446429	520892711	68196	24720788	444210	3	0	21.07	1172.63	527127	70	1861196	279.87	12	10	21
478	1543572	522436283	72673	24793461	444210	3	0	21.07	1176.10	527127	70	1861266	280.69	12	10	21
479	210007	522646290	7778	24801239	444210	3	0	21.07	1176.57	527329	70	1861336	280.79	12	10	21
480	1341834	523988124	64672	24865911	444210	3	0	21.07	1179.60	527329	70	1861406	281.50	12	10	21
481	11192	523999316	479	24866390	444210	3	0	21.07	1179.62	527329	70	1861476	281.50	12	10	21
482	746326	524745642	33718	24900108	444210	3	0	21.07	1181.30	527329	70	1861546	281.89	12	10	21
483	802893	525548535	37497	24937605	444210	3	0	21.07	1183.11	527329	70	1861616	282.31	12	10	21
484	102214	525650749	4145	24941750	444210	3	0	21.08	1183.34	527329	70	1861686	282.35	12	10	21
485	1150341	526801090	53997	24995747	444210	3	0	21.08	1185.93	527329	70	1861756	282.96	12	10	21
486	1697061	528498151	75548	25071295	444210	3	0	21.08	1189.75	527329	70	1861826	283.86	12	10	21
487	811031	529309182	37746	25109041	444210	3	0	21.08	1191.57	527531	70	1861896	284.29	12	10	21
488	846319	530155501	39278	25148319	444210	3	0	21.08	1193.48	527531	2560	1864456	284.35	2502	10	21
489	851146	531006647	37611	25185930	444210	3	0	21.08	1195.40	527531	70	1864526	284.79	12	10	21
490	724853	531731500	32531	25218461	444210	3	0	21.09	1197.03	527531	70	1864596	285.17	12	10	21
491	1144269	532875769	53471	25271932	444210	3	0	21.09	1199.60	527531	70	1864666	285.78	12	10	21
492	622239	533498008	26976	25298908	444210	3	0	21.09	1201.00	527531	70	1864736	286.10	12	10	21
493	1273377	534771385	60021	25358929	444210	3	0	21.09	1203.87	527531	70	1864806	286.77	12	10	21
494	650986	535422371	28038	25386967	444210	3	0	21.09	1205.34	527531	70	1864876	287.11	12	10	21
495	354545	535776916	16343	25403310	444210	3	0	21.09	1206.13	527733	70	1864946	287.29	12	10	21
496	1149413	536926329	52903	25456213	444210	3	0	21.09	1208.72	527733	70	1865016	287.89	12	10	21
497	1240270	538166599	56351	25512564	444210	3	0	21.09	1211.51	527733	70	1865086	288.55	12	10	21
498	1705459	539872058	81003	25593567	444210	3	0	21.09	1215.35	527733	70	1865156	289.45	12	10	21
499	1619994	541492052	76456	25670023	444210	3	0	21.09	1219.00	527733	70	1865226	290.31	12	10	21
500	1113360	542605412	51540	25721563	444210	3	0	21.10	1221.51	527733	2981	1868207	290.44	2923	10	21
501	17188	542622600	673	25722236	444210	3	0	21.10	1221.55	527733	70	1868277	290.44	12	10	21
502	803111	543425711	37490	25759726	444210	3	0	21.10	1223.35	527733	70	1868347	290.86	12	10	21
503	898645	544324356	42263	25801989	444210	3	0	21.10	1225.38	527935	70	1868417	291.33	12	10	21
504	1082936	545407292	50023	25852012	444210	3	0	21.10	1227.81	527935	70	1868487	291.90	12	10	21
505	810229	546217521	37746	25889758	444210	3	0	21.10	1229.64	527935	70	1868557	292.32	12	10	21
506	763024	546980545	34297	25924055	444210	3	0	21.10	1231.36	527935	70	1868627	292.72	12	10	21
507	5297	546985842	168	25924223	444210	3	0	21.10	1231.37	527935	70	1868697	292.71	12	10	21
508	921806	547907648	43779	25968002	444210	3	0	21.10	1233.44	527935	70	1868767	293.19	12	10	21
509	1507436	549415084	71937	26039939	444210	3	0	21.10	1236.84	527935	70	1868837	293.99	12	10	21
510	610513	550025597	23107	26063046	444210	3	0	21.10	1238.21	527935	70	1868907	294.30	12	10	21
511	58777	550084374	2172	26065218	444210	3	0	21.10	1238.34	528137	70	1868977	294.32	12	10	21
512	915518	550999892	42901	26108119	444210	3	0	21.10	1240.40	528137	70	1869047	294.80	12	10	21
513	1425503	552425395	64437	26172556	444210	3	0	21.11	1243.61	528137	70	1869117	295.55	12	10	21
514	1084107	553509502	50193	26222749	444210	3	0	21.11	1246.05	528137	70	1869187	296.12	12	10	21
515	622851	554132353	27041	26249790	444210	3	0	21.11	1247.46	528137	70	1869257	296.45	12	10	21
516	1127345	555259698	50532	26300322	444210	3	0	21.11	1249.99	528137	70	1869327	297.04	12	10	21
517	1539901	556799599	72179	26372501	444210	3	0	21.11	1253.46	528137	70	1869397	297.85	12	10	21
518	650272	557449871	28067	26400568	444210	3	0	21.12	1254.92	528137	70	1869467	298.19	12	10	21
519	904019	558353890	41839	26442407	444210	3	0	21.12	1256.96	528339	70	1869537	298.66	12	10	21
520	820648	559174538	36347	26478754	444210	3	0	21.12	1258.81	528339	70	1869607	299.09	12	10	21
521	578728	559753266	21767	26500521	444210	3	0	21.12	1260.11	528339	70	1869677	299.39	12	10	21
522	11130	559764396	460	26500981	444210	3	0	21.12	1260.13	528339	70	1869747	299.38	12	10	21
523	1499149	561263545	66459	26567440	444210	3	0	21.13	1263.51	528339	70	1869817	300.17	12	10	21
524	1435923	562699468	68265	26635705	444210	3	0	21.13	1266.74	528339	70	1869887	300.93	12	10	21
525	1456269	564155737	66021	26701726	444210	3	0	21.13	1270.02	528339	70	1869957	301.69	12	10	21
526	1057213	565212950	50449	26752175	444210	3	0	21.13	1272.40	528339	70	1870027	302.25	12	10	21
527	1770010	566982960	82559	26834734	444210	3	0	21.13	1276.38	528541	4081	1874108	302.53	4023	10	21
528	664725	567647685	28744	26863478	444210	3	0	21.13	1277.88	528541	70	1874178	302.88	12	10	21
529	355364	568003049	16398	26879876	444210	3	0	21.13	1278.68	528541	70	1874248	303.06	12	10	21
530	827991	568831040	38378	26918254	444210	3	0	21.13	1280.55	528541	70	1874318	303.49	12	10	21
531	371917	569202957	17276	26935530	444210	3	0	21.13	1281.38	528541	70	1874388	303.67	12	10	21
